13.200001,1.780002,2.1400032,11.200004,100.00001,2.650006,2.760007,0.26000798,1.2800089,4.38001,1.0500109,3.400012,1050.0,1
13.160001,2.3600018,2.6700032,18.600004,101.00001,2.800006,3.240007,0.300008,2.810009,5.68001,1.0300109,3.170012,1185.0,1
14.370001,1.9500021,2.500003,16.800003,113.00001,3.8500059,3.490007,0.240008,2.1800091,7.80001,0.86001104,3.450012,1480.0,1
13.240001,2.5900018,2.870003,21.000004,118.00001,2.800006,2.690007,0.39000797,1.820009,4.32001,1.0400109,2.930012,735.0,1
14.200001,1.760002,2.4500031,15.200004,112.00001,3.270006,3.390007,0.340008,1.970009,6.75001,1.0500109,2.8500118,1450.0,1
14.390001,1.870002,2.4500031,14.600004,96.00001,2.500006,2.520007,0.300008,1.980009,5.25001,1.020011,3.5800118,1290.0,1
14.060001,2.150002,2.610003,17.600004,121.00001,2.6000059,2.510007,0.310008,1.250009,5.05001,1.0600109,3.5800118,1295.0,1
14.830001,1.640002,2.1700032,14.000004,97.00001,2.800006,2.980007,0.29000798,1.980009,5.20001,1.080011,2.8500118,1045.0,1
13.860001,1.350002,2.270003,16.000004,98.00001,2.980006,3.150007,0.220008,1.850009,7.22001,1.010011,3.5500119,1045.0,1
14.100001,2.160002,2.300003,18.000004,105.00001,2.950006,3.3200068,0.220008,2.3800092,5.75001,1.250011,3.170012,1510.0,1
14.120001,1.480002,2.320003,16.800003,95.00001,2.200006,2.430007,0.26000798,1.570009,5.00001,1.1700109,2.8200119,1280.0,1
13.750001,1.730002,2.4100032,16.000004,89.00001,2.6000059,2.760007,0.29000798,1.8100089,5.60001,1.150011,2.900012,1320.0,1
14.750001,1.730002,2.3900032,11.400003,91.00001,3.1000059,3.690007,0.430008,2.810009,5.40001,1.250011,2.730012,1150.0,1
14.380001,1.870002,2.3800032,12.000004,102.00001,3.300006,3.640007,0.29000798,2.960009,7.50001,1.200011,3.000012,1547.0,1
13.630001,1.810002,2.7000031,17.200005,112.00001,2.8500059,2.910007,0.300008,1.460009,7.30001,1.2800109,2.880012,1310.0,1
14.300001,1.920002,2.7200031,20.000004,120.00001,2.800006,3.140007,0.330008,1.970009,6.20001,1.070011,2.650012,1280.0,1
13.830001,1.5700021,2.620003,20.000004,115.00001,2.950006,3.400007,0.400008,1.720009,6.60001,1.130011,2.5700119,1130.0,1
